SBD,HoTen,NgaySinh,KV,DT,UT,Toan,Van,Ly,Hoa,Sinh,Su,Dia,Anh,Nga,Phap,Trung,Duc,Nhat
CON024254,Dang Van Thang,1/15/1997,KV2-NT,Khong,Khong,6.75,6.5,7,7.25,7.25,NA,NA,5,NA,NA,NA,NA,NA
ABC056548,Pham Thi Khoa,11/25/1997,KV2-NT,Khong,Khong,8.5,4.5,NA,8.5,NA,NA,NA,2.75,NA,NA,NA,NA,NA
TLA091536,Tran Thi Phuong,2/28/1997,KV2,Khong,Khong,7,6,6.75,5.25,NA,NA,NA,5,NA,NA,NA,NA,NA
KTA052761,Tran Thi Ha,8/19/1997,KV3,Khong,Khong,7,6.5,7,9.5,7.75,NA,NA,3,NA,NA,NA,NA,NA
ABC038487,Le Van Hoa,3/27/1997,KV2-NT,Khong,Khong,5.5,8,NA,5.75,NA,NA,NA,6.5,NA,NA,NA,NA,NA
ABC074346,Nguyen Minh Thang,12/27/1997,KV1,NDT2,Khong,6.75,5.5,4.75,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
BKT018160,Nguyen Thi Giang,9/30/1997,KV2-NT,Khong,Khong,7,5.5,NA,8.25,NA,NA,6.25,5,NA,NA,NA,NA,NA
TLA041408,Nguyen Dang Thang,4/14/1997,KV2,Khong,Khong,6.5,NA,8.5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA
TLA075286,Tran Van Hao,2/20/1997,KV2-NT,Khong,Khong,6.25,4.25,6.75,7,NA,NA,6.25,6,NA,NA,NA,NA,NA
BKT031500,Nguyen Thi Thang,5/4/1997,KV3,Khong,Khong,5.5,5.5,NA,7.5,NA,NA,NA,8,NA,NA,NA,NA,NA
BKT064138,Nguyen Hai Kien,11/16/1997,KV2-NT,Khong,Khong,4.25,6.75,NA,7,NA,NA,7.5,5.25,NA,NA,NA,NA,NA
TLA071217,Le Thi Nga,12/10/1997,KV2-NT,Khong,Khong,6.5,NA,6.5,7.25,NA,NA,NA,4.25,NA,NA,NA,NA,NA
TLA040670,Tran Thi Nguyet,8/21/1997,KV2,Khong,Khong,6.25,7.75,7.5,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
TMA089303,Nguyen Xuan Kien,10/3/1997,KV2,Khong,Khong,6.5,6,NA,NA,NA,NA,5,9,NA,NA,NA,NA,NA
CON055004,Tran Xuan Anh,3/4/1997,KV2-NT,Khong,Khong,5.5,7.5,4.75,NA,9,NA,NA,5,NA,NA,NA,NA,NA
TLA017514,Tran Hai Sang,8/31/1997,KV3,Khong,Khong,6.25,6.25,8.25,7.75,NA,NA,NA,4.25,NA,NA,NA,NA,NA
BKT039622,Nguyen Van Cao,3/11/1997,KV2,Khong,Khong,6.75,6,6.5,NA,NA,NA,8.5,2.25,NA,NA,NA,NA,NA
ABC040272,Nguyen Thi Thang,5/15/1997,KV2-NT,Khong,Khong,4.5,6,7.75,NA,NA,NA,NA,5.75,NA,NA,NA,NA,NA
CON036665,Nguyen Van Anh,8/6/1997,KV3,Khong,Khong,8.5,4.25,NA,9,NA,NA,NA,3.25,NA,NA,NA,NA,NA
TLA009405,Tran Van Anh,10/22/1997,KV2-NT,Khong,Khong,5,5.75,8.75,6.75,6.5,NA,NA,4,NA,NA,NA,NA,NA
SPB040100,Nguyen Dang Khoa,1/13/1997,KV2-NT,Khong,Khong,6.75,5.25,6.75,7.5,7.25,NA,5.5,NA,NA,NA,NA,NA,NA
TLA072214,Nguyen Dang Hao,11/9/1997,KV2-NT,Khong,Khong,7.25,5,6.25,7,NA,NA,8.25,2.75,NA,NA,NA,NA,NA
TMA009329,Pham Van Quan,9/4/1997,KV3,Khong,Khong,7,7.25,5.5,8.5,NA,NA,NA,5.25,NA,NA,NA,NA,NA
ABC043020,Pham Nhu Dung,7/30/1997,KV2-NT,Khong,Khong,7.5,6,7.5,6.5,NA,5.5,NA,5.75,NA,NA,NA,NA,NA
CON050481,Nguyen Thi Hung,2/23/1997,KV2,Khong,Khong,5.75,6,6.75,8.5,NA,NA,NA,5.75,NA,NA,NA,NA,NA
TLA012655,Nguyen Van Thang,1/11/1997,KV2-NT,Khong,Khong,6.5,6.5,6,7.5,5.75,NA,NA,NA,NA,NA,NA,NA,NA
TLA084018,Le Van Hue,7/21/1997,KV2,Khong,Khong,5.75,NA,7,7.5,NA,NA,5.75,4.25,NA,NA,NA,NA,NA
KTA056844,Hoang Thi Giang,10/20/1997,KV1,Khong,Khong,7.5,4.25,8.5,7.75,NA,NA,NA,4.25,NA,NA,NA,NA,NA
BKT060905,Pham Hai Tuan,10/5/1997,KV2-NT,Khong,Khong,8.25,8.25,5.25,6.5,NA,8.25,3.25,4,NA,NA,NA,NA,NA
SPB074115,Tran Van Sang,12/31/1997,KV2,Khong,Khong,7.25,6.5,7.5,NA,NA,NA,NA,3.5,NA,NA,NA,NA,NA
SPB085920,Nguyen Thi Phuong,9/14/1997,KV2-NT,Khong,Khong,5.25,7.5,5.75,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
KTA088962,Nguyen Thi Kiem,7/9/1997,KV1,Khong,Khong,7.25,NA,4.75,7,NA,NA,NA,7.75,NA,NA,NA,NA,NA
TLA099293,Vu Thi Ha,3/17/1997,KV2-NT,Khong,Khong,9,6.25,NA,NA,NA,NA,NA,2.75,NA,NA,NA,NA,NA
ABC086696,Do Thi Hung,12/3/1997,KV2-NT,Khong,Khong,6,5.75,6,NA,8.75,7.75,NA,2.75,NA,NA,NA,NA,NA
KTA028139,Tran Van Cao,1/8/1997,KV2,Khong,Khong,7.75,4.25,5.5,NA,8.5,NA,NA,4.75,NA,NA,NA,NA,NA
ABC076367,Le Van Khoa,10/17/1997,KV2,Khong,Khong,7,6,NA,8.5,6.5,NA,NA,2.75,NA,NA,NA,NA,NA
KTA001919,Vu Thi Huong,7/6/1997,KV2,Khong,Khong,6.5,4.5,NA,6.5,6.75,NA,NA,10,NA,NA,NA,NA,NA
BKT035325,Vu Xuan Anh,1/25/1997,KV2-NT,Khong,Khong,6,6,7.5,6.5,NA,NA,NA,4.25,NA,NA,NA,NA,NA
CON001673,Le Van Phuong,2/22/1997,KV2-NT,Khong,Khong,8,6.5,7.5,7.75,4.5,NA,NA,NA,NA,NA,NA,NA,NA
BKT089012,Nguyen Dang Hue,12/8/1997,KV2-NT,Khong,Khong,7.5,5.25,7,NA,NA,NA,7,4.75,NA,NA,NA,NA,NA
BKT021944,Hoang Xuan Khoa,6/27/1997,KV3,Khong,Khong,6.75,5.25,NA,7.25,NA,NA,6.5,4.25,NA,NA,NA,NA,NA
BKT087681,Hoang Van Dung,2/9/1997,KV2-NT,Khong,Khong,7,5.75,7.25,7,5.75,NA,8,1.5,NA,NA,NA,NA,NA
CON064600,Nguyen Thi Thang,11/21/1997,KV3,Khong,Khong,9,7,NA,8.25,NA,NA,NA,5.25,NA,NA,NA,NA,NA
TMA031003,Tran Van Cao,2/18/1997,KV2-NT,Khong,Khong,7,6.5,NA,8.25,NA,NA,NA,3.25,NA,NA,NA,NA,NA
BKT024410,Nguyen Thi Khoa,11/23/1997,KV2-NT,Khong,Khong,7.75,NA,7,5.5,NA,6.75,6.75,3,NA,NA,NA,NA,NA
ABC019085,Hoang Van Sang,2/4/1997,KV3,Khong,Khong,6.25,4.25,5.75,NA,9.25,6,NA,4.5,NA,NA,NA,NA,NA
TMA027832,Nguyen Van Thang,8/15/1997,KV2-NT,Khong,Khong,7.25,6,8.25,NA,NA,NA,NA,3.25,NA,NA,NA,NA,NA
CON018158,Nguyen Thi Hung,5/13/1997,KV3,Khong,Khong,7.25,6.5,5.5,NA,NA,NA,NA,6,NA,NA,NA,NA,NA
TLA016602,Vu Dang Huong,5/1/1997,KV3,Khong,Khong,5.75,5.5,6,8.25,NA,NA,7.5,NA,NA,NA,NA,NA,NA
TMA074727,Vu Xuan Kien,2/26/1997,KV2-NT,Khong,Khong,6.25,7.5,6.5,NA,NA,NA,9.25,6.5,NA,NA,NA,NA,NA
BKT083650,Nguyen Nhu Nguyet,3/20/1997,KV2-NT,Khong,Khong,8.25,5.5,2.75,8,NA,NA,7.5,NA,NA,NA,NA,NA,NA
TLA021775,Nguyen Van Quan,7/22/1997,KV3,Khong,Khong,6.5,6.25,NA,8,NA,NA,NA,8,NA,NA,NA,NA,NA
ABC051197,Nguyen Xuan Dung,9/11/1997,KV2,Khong,Khong,9,5.25,5.5,8.25,NA,NA,NA,3.5,NA,NA,NA,NA,NA
TLA019522,Tran Thi Hue,3/22/1997,KV1,Khong,Khong,4.5,NA,6.5,9.25,NA,7,7.25,3.5,NA,NA,NA,NA,NA
BKT071763,Tran Van Hung,10/18/1997,KV3,Khong,Khong,7.25,6,3.5,7,NA,NA,7.75,4.75,NA,NA,NA,NA,NA
ABC043773,Nguyen Minh Kien,5/27/1997,KV3,Khong,Khong,6.25,6.5,5,7.75,NA,NA,8.25,2.25,NA,NA,NA,NA,NA
SPB010265,Vu Thi Giang,6/26/1997,KV2,Khong,Khong,5.25,5,7.25,7.75,NA,NA,NA,NA,NA,NA,NA,NA,NA
CON005121,Nguyen Van Hao,12/19/1997,KV2-NT,Khong,Khong,6,6.5,NA,6.5,6.25,NA,NA,7,NA,NA,NA,NA,NA
TLA074432,Nguyen Dang Hue,12/30/1997,KV2-NT,Khong,Khong,7,8,7.5,4.75,NA,NA,7.75,2,NA,NA,NA,NA,NA
ABC022218,Tran Thi Ha,2/12/1997,KV1,Khong,Khong,6.25,6,NA,8.25,NA,8,NA,6.75,NA,NA,NA,NA,NA
KTA044899,Nguyen Thi Phuong,6/6/1997,KV2-NT,Khong,Khong,4.5,6,7.5,8,5.5,NA,NA,5.75,NA,NA,NA,NA,NA
KTA092502,Phan Thi Kien,10/5/1997,KV1,Khong,Khong,9,7,7.5,4.5,NA,NA,NA,3.5,NA,NA,NA,NA,NA
TMA043952,Ho Van Kiem,10/26/1997,KV2-NT,Khong,Khong,7,6.5,4.25,NA,5.5,NA,8.75,4.75,NA,NA,NA,NA,NA
KTA002985,Nguyen Van Nguyet,3/18/1997,KV2,Khong,Khong,5.75,5.75,6.5,4.25,7.5,NA,NA,8.5,NA,NA,NA,NA,NA
ABC079772,Nguyen Hai Dung,6/26/1997,KV3,Khong,Khong,3,5.5,7,8,NA,NA,6.75,6.25,NA,NA,NA,NA,NA
CON013651,Tran Hai Hue,8/14/1997,KV2,Khong,Khong,5.25,5.75,NA,6.5,NA,NA,7.5,5.75,NA,NA,NA,NA,NA
CON007277,Tran Van Khoa,12/15/1997,KV2-NT,Khong,Khong,3,NA,5.5,7,5.5,NA,8,7.5,NA,NA,NA,NA,NA
BKT077615,Tran Van Ha,1/5/1997,KV3,Khong,Khong,6.75,7.5,2,NA,NA,NA,NA,8.5,NA,NA,NA,NA,NA
BKT084450,Bui Thi Nga,3/14/1997,KV2,Khong,Khong,7.5,6.75,7.25,NA,NA,NA,NA,3.5,NA,NA,NA,NA,NA
TMA076459,Nguyen Van Hung,8/14/1997,KV2-NT,NDT1,Khong,7.25,6,5.5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
ABC016619,Le Van Huong,1/26/1997,KV3,Khong,Khong,5,7,6.5,6.75,NA,NA,6.75,NA,NA,NA,NA,NA,NA
TMA091160,Tran Van Hoa,6/6/1997,KV2,Khong,Khong,7,7.5,4.25,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
ABC044301,Nguyen Van Tuan,8/15/1997,KV2,Khong,Khong,7,5,7.25,NA,NA,NA,NA,8.5,NA,NA,NA,NA,NA
KTA040415,Nguyen Dang Kiem,8/14/1997,KV3,Khong,Khong,5.75,5.25,6.25,NA,NA,7.5,NA,5.25,NA,NA,NA,NA,NA
TMA035631,Tran Thi Hai,4/22/1997,KV3,Khong,Khong,7.5,7.25,6,7.25,NA,NA,NA,3.75,NA,NA,NA,NA,NA
TMA009576,Nguyen Thi Anh,10/26/1997,KV2-NT,Khong,Khong,4.25,7.5,7.5,7,NA,NA,NA,6,NA,NA,NA,NA,NA
ABC049051,Nguyen Dang Giang,1/25/1997,KV2,NDT2,Khong,7.75,7.5,NA,8.25,NA,6,9,2.25,NA,NA,NA,NA,NA
ABC085801,Le Xuan Hai,3/20/1997,KV1,Khong,Khong,8.25,6.75,7.75,8.75,NA,NA,NA,NA,NA,NA,NA,NA,NA
SPB085629,Vu Thi Giang,12/24/1997,KV3,Khong,Khong,4.75,NA,5.75,NA,NA,5.5,6.75,8.25,NA,NA,NA,NA,NA
SPB043608,Tran Van Nga,9/17/1997,KV3,Khong,Khong,6.5,7,6,8.5,NA,NA,NA,5.75,NA,NA,NA,NA,NA
SPB077948,Nguyen Thi Kiem,9/20/1997,KV2,Khong,Khong,7.25,5.25,7.25,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
KTA005905,Nguyen Van Giang,12/7/1997,KV1,Khong,Khong,6.5,5.25,8,NA,5,NA,8.75,2.75,NA,NA,NA,NA,NA
SPB083912,Nguyen Van Sang,7/20/1997,KV2,Khong,Khong,6.5,6.75,7,NA,NA,NA,NA,4.75,NA,NA,NA,NA,NA
ABC004278,Le Thi Ha,5/19/1997,KV2,Khong,Khong,7.25,5.5,NA,7.75,5.5,NA,NA,NA,NA,NA,NA,NA,NA
CON036988,Pham Thi Khoa,3/19/1997,KV2-NT,Khong,Khong,7,6.25,6.75,4.75,NA,NA,4.25,8.75,NA,NA,NA,NA,NA
KTA011428,Tran Thi Tuan,4/25/1997,KV2-NT,Khong,Khong,5.5,5,8.25,7.25,NA,NA,NA,4,NA,NA,NA,NA,NA
ABC019513,Ho Thi Nguyet,1/3/1997,KV2-NT,Khong,Khong,5.75,5.5,5.5,5.5,3,9,NA,7.75,NA,NA,NA,NA,NA
KTA008062,Dang Hai Sang,10/25/1997,KV1,Khong,Khong,5,7.25,7,NA,NA,NA,NA,5.25,NA,NA,NA,NA,NA
KTA050611,Bui Thi Hai,9/14/1997,KV2-NT,Khong,Khong,5.75,6.5,6.25,5.75,NA,NA,NA,7,NA,NA,NA,NA,NA
TLA068692,Phan Van Nga,7/29/1997,KV2-NT,Khong,Khong,7.75,7,NA,NA,NA,NA,7,4,NA,NA,NA,NA,NA
CON021408,Tran Van Kiem,1/20/1997,KV2,Khong,Khong,4.25,6.75,NA,5.75,NA,7,NA,6.25,NA,NA,NA,NA,NA
ABC030270,Nguyen Minh Hoa,4/8/1997,KV1,Khong,Khong,6,6,7.25,NA,NA,4.75,NA,7,NA,NA,NA,NA,NA
ABC086511,Le Thi Ha,1/29/1997,KV2,Khong,Khong,9,5.5,7.5,NA,5.25,NA,7.5,3.25,NA,NA,NA,NA,NA
CON055424,Tran Hai Hao,9/7/1997,KV2-NT,Khong,Khong,9,NA,6.75,6.5,NA,NA,NA,3.25,NA,NA,NA,NA,NA
BKT004742,Dang Thi Hoa,8/11/1997,KV3,Khong,Khong,6.75,6.5,7.5,NA,4.75,NA,NA,5.5,NA,NA,NA,NA,NA
BKT007241,Pham Thi Thang,1/8/1997,KV2-NT,Khong,Khong,7.75,5.75,6.5,5.5,NA,NA,NA,4.5,NA,NA,NA,NA,NA
TLA003637,Dang Van Quan,11/3/1997,KV2-NT,Khong,Khong,8.75,7.25,NA,8,NA,5.25,NA,3.5,NA,NA,NA,NA,NA
TMA067423,Tran Thi Hao,4/9/1997,KV1,Khong,Khong,7.25,4.5,6.5,8.5,NA,NA,NA,4.5,NA,NA,NA,NA,NA
SPB017533,Nguyen Van Hao,5/29/1997,KV2-NT,Khong,Khong,6.5,6.5,5.5,6.25,3.5,NA,7.5,7,NA,NA,NA,NA,NA
CON067911,Nguyen Thi Hao,2/10/1997,KV2-NT,Khong,Khong,6.5,5.5,NA,7,NA,NA,NA,7.5,NA,NA,NA,NA,NA
TMA098013,Nguyen Van Dung,8/31/1997,KV2-NT,Khong,Khong,6.5,6.75,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA
BKT098606,Nguyen Thi Kien,10/22/1997,KV3,Khong,Khong,5.25,4.75,7.75,8.25,NA,NA,NA,5,NA,NA,NA,NA,NA
TLA064648,Vu Van Huong,11/21/1997,KV2-NT,Khong,Khong,7,5,6.5,NA,9,NA,6.75,2,NA,NA,NA,NA,NA
ABC075097,Nguyen Thi Huong,3/1/1997,KV2,Khong,Khong,4,6.75,6.5,NA,7.5,NA,NA,8.25,NA,NA,NA,NA,NA
ABC054322,Dang Thi Nguyet,5/24/1997,KV2-NT,Khong,Khong,8.25,6.5,6,4.5,NA,NA,5.75,5.75,NA,NA,NA,NA,NA
KTA066273,Nguyen Van Hai,10/13/1997,KV2-NT,Khong,Khong,7.5,6.5,4.75,8.75,NA,7.25,5.5,NA,NA,NA,NA,NA,NA
TMA082826,Nguyen Thi Kiem,10/25/1997,KV2-NT,Khong,Khong,6.75,7,6.5,6.75,NA,NA,NA,5.25,NA,NA,NA,NA,NA
TLA048944,Pham Dang Quan,10/27/1997,KV1,NDT2,Khong,5.75,NA,NA,7.5,NA,NA,NA,4.75,NA,NA,NA,NA,NA
SPB013035,Tran Minh Phuong,9/18/1997,KV2-NT,Khong,Khong,8,6.75,6.5,8.25,NA,NA,NA,1.5,NA,NA,NA,NA,NA
ABC045219,Phan Thi Hao,8/14/1997,KV2,Khong,Khong,6.5,6.75,7.5,7.75,8.5,NA,NA,9.75,NA,NA,NA,NA,NA
BKT018902,Nguyen Van Hao,2/12/1997,KV2,Khong,Khong,5.25,NA,NA,8,3.75,NA,NA,8.5,NA,NA,NA,NA,NA
TLA056549,Pham Thi Dung,7/3/1997,KV2,Khong,Khong,7,5.25,NA,8,NA,NA,NA,7.25,NA,NA,NA,NA,NA
SPB069440,Tran Xuan Sang,9/18/1997,KV2-NT,Khong,Khong,6.5,5.25,7,8.75,NA,NA,NA,9.5,NA,NA,NA,NA,NA
CON063433,Nguyen Van Phuong,11/7/1997,KV2-NT,Khong,Khong,7,5.75,6.75,6,NA,NA,8,5.5,NA,NA,NA,NA,NA
BKT015846,Le Van Nga,11/15/1997,KV2-NT,Khong,Khong,6.5,7.5,NA,7.5,NA,NA,NA,2.5,NA,NA,NA,NA,NA
SPB059274,Le Van Cao,4/24/1997,KV2-NT,Khong,Khong,6.25,NA,6,NA,NA,NA,NA,6.5,NA,NA,NA,NA,NA
TLA002423,Vu Nhu Nguyet,5/15/1997,KV2-NT,Khong,Khong,6,6,6.5,6.5,NA,NA,9,2.75,NA,NA,NA,NA,NA
ABC032477,Le Thi Nga,11/27/1997,KV2,Khong,Khong,3.75,4.75,NA,8.5,NA,NA,NA,7.5,NA,NA,NA,NA,NA
TLA016462,Phan Van Quan,10/3/1997,KV2-NT,NDT2,Khong,6.5,3.5,8.5,7.25,4.25,NA,NA,NA,NA,NA,NA,NA,NA
KTA003632,Nguyen Van Hung,8/12/1997,KV2,Khong,Khong,6.75,7.25,8.5,7.75,NA,NA,NA,3.5,NA,NA,NA,NA,NA
TLA011363,Phan Xuan Hung,4/24/1997,KV2,Khong,Khong,7,6,6,NA,NA,9,7.75,5.75,NA,NA,NA,NA,NA
ABC080124,Tran Thi Tuan,1/18/1997,KV2-NT,Khong,Khong,7,4,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA
KTA069014,Nguyen Thi Tuan,7/7/1997,KV2,Khong,Khong,8,6,NA,2.75,NA,NA,NA,8.75,NA,NA,NA,NA,NA
TLA084324,Nguyen Thi Hai,10/14/1997,KV2-NT,Khong,Khong,4,7,8,6.25,NA,NA,NA,6.75,NA,NA,NA,NA,NA
CON008763,Phan Van Nga,12/24/1997,KV2-NT,Khong,Khong,5.5,4.5,NA,7.5,NA,5.75,NA,9,NA,NA,NA,NA,NA
TLA000751,Nguyen Thi Phuong,4/4/1997,KV2-NT,Khong,Khong,0.75,5.75,8.25,7.5,NA,NA,6.75,7.25,NA,NA,NA,NA,NA
SPB030214,Vu Nhu Huong,11/15/1997,KV2-NT,Khong,Khong,8.25,8,NA,4.5,3.25,7.75,NA,6.25,NA,NA,NA,NA,NA
KTA056384,Le Van Hung,10/9/1997,KV2-NT,Khong,Khong,6.5,8,4.5,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
BKT025348,Tran Thi Hao,1/22/1997,KV2-NT,Khong,Khong,8,6.5,5.5,NA,NA,NA,7.75,4.75,NA,NA,NA,NA,NA
KTA096260,Nguyen Thi Quan,12/6/1997,KV2,Khong,Khong,7.5,NA,NA,6.5,NA,NA,7.5,3.5,NA,NA,NA,NA,NA
BKT004548,Pham Thi Hung,5/5/1997,KV2,Khong,Khong,8.75,6.25,3.5,9,NA,NA,4.25,NA,NA,NA,NA,NA,NA
KTA075121,Phan Van Thang,1/26/1997,KV1,Khong,Khong,3.75,7.5,6.75,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
BKT045806,Nguyen Thi Ha,1/29/1997,KV2-NT,Khong,Khong,6.25,6.5,8,7.75,NA,NA,NA,NA,NA,NA,NA,NA,NA
ABC059812,Vu Van Kien,11/27/1997,KV1,Khong,Khong,5.5,6.5,7,NA,NA,NA,NA,5.25,NA,NA,NA,NA,NA
ABC016230,Nguyen Van Huong,5/21/1997,KV2-NT,Khong,Khong,2.25,5.5,8.25,7.5,NA,NA,NA,8.25,NA,NA,NA,NA,NA
KTA078756,Nguyen Van Hai,5/25/1997,KV2,Khong,Khong,7.75,5.75,8.5,3.75,5.5,NA,6,NA,NA,NA,NA,NA,NA
TLA069498,Tran Thi Kiem,6/30/1997,KV2-NT,Khong,Khong,6.5,7,7.25,6.25,NA,NA,NA,3.5,NA,NA,NA,NA,NA
ABC030586,Nguyen Xuan Thang,4/11/1997,KV3,Khong,Khong,4.5,7.25,NA,6.5,5.5,NA,NA,6.5,NA,NA,NA,NA,NA
TMA000001,Ho Thi Dung,7/16/1997,KV2-NT,NDT1,Khong,7.5,7.25,NA,7.75,NA,NA,6.5,4,NA,NA,NA,NA,NA
TMA099139,Phan Thi Kien,2/18/1997,KV2-NT,Khong,Khong,7.5,7.5,5,NA,7.5,2.5,7.75,6.25,NA,NA,NA,NA,NA
TLA037878,Phan Van Anh,9/6/1997,KV2,NDT2,Khong,3,7.5,5.75,NA,NA,NA,9,6,NA,NA,NA,NA,NA
CON026853,Dang Thi Nga,6/21/1997,KV2-NT,Khong,Khong,7,6.5,3.75,6.5,NA,NA,NA,8.25,NA,NA,NA,NA,NA
ABC009245,Nguyen Van Dung,3/17/1997,KV2-NT,Khong,Khong,4.5,7.75,8.5,NA,NA,NA,7.5,3.25,NA,NA,NA,NA,NA
BKT052001,Tran Van Kien,6/9/1997,KV2,Khong,Khong,6.5,NA,7.5,9,4.5,NA,5.75,5.5,NA,NA,NA,NA,NA
ABC038039,Dang Thi Sang,12/5/1997,KV3,Khong,Khong,7.5,5,6.5,5.75,NA,NA,NA,7,NA,NA,NA,NA,NA
CON049638,Nguyen Van Dung,8/12/1997,KV3,Khong,Khong,7.5,NA,5.25,7.25,NA,NA,7.5,4.25,NA,NA,NA,NA,NA
KTA071757,Nguyen Hai Quan,5/27/1997,KV2,Khong,Khong,3.25,NA,8,NA,NA,NA,NA,8.25,NA,NA,NA,NA,NA
TLA049608,Vu Van Hai,5/18/1997,KV2-NT,NDT2,Khong,8.25,6.5,6,7,7.25,NA,7.5,2.75,NA,NA,NA,NA,NA
BKT008746,Nguyen Van Tuan,4/28/1997,KV2,Khong,Khong,9,6,5.25,7.5,NA,NA,4.25,NA,NA,NA,NA,NA,NA
TMA045209,Pham Minh Kiem,3/7/1997,KV2-NT,Khong,Khong,6,5.75,5.5,8.5,5.5,NA,8.5,6,NA,NA,NA,NA,NA
CON047936,Duong Van Hung,12/29/1997,KV2-NT,Khong,Khong,6.75,NA,NA,6.75,8,NA,6,3,NA,NA,NA,NA,NA
TLA010237,Hoang Hai Cao,11/30/1997,KV2,Khong,Khong,8.25,4.25,8.25,7.5,NA,NA,NA,2.25,NA,NA,NA,NA,NA
ABC015098,Ngo Van Quan,6/23/1997,KV2,Khong,Khong,5.5,7,7.25,8.25,NA,NA,NA,2.75,NA,NA,NA,NA,NA
BKT040643,Pham Van Ha,7/22/1997,KV3,Khong,Khong,5.25,6.25,NA,8,5,7.5,NA,NA,NA,NA,NA,NA,NA
BKT076967,Tran Hai Kiem,3/29/1997,KV2,Khong,Khong,8,6.25,7.25,7.75,5.5,NA,NA,6.75,NA,NA,NA,NA,NA
CON069844,Nguyen Van Nga,2/17/1997,KV3,Khong,Khong,7.75,4.75,NA,6.25,NA,NA,NA,5.25,NA,NA,NA,NA,NA
ABC021428,Nguyen Thi Kiem,6/13/1997,KV2,Khong,Khong,7.5,8,5.75,NA,NA,NA,NA,7.5,NA,NA,NA,NA,NA
BKT082682,Le Van Giang,3/8/1997,KV2,Khong,Khong,7.75,4,5.5,7.5,NA,NA,8.5,3.25,NA,NA,NA,NA,NA
ABC080878,Tran Van Ha,7/11/1997,KV2,NDT2,Khong,6.5,NA,7.25,6,NA,NA,5,5.5,NA,NA,NA,NA,NA
TLA050699,Nguyen Van Huong,4/4/1997,KV2-NT,Khong,Khong,6.75,5.5,7.5,5.25,NA,NA,6.25,5.75,NA,NA,NA,NA,NA
ABC009121,Pham Van Quan,1/23/1997,KV2,Khong,Khong,5.5,4.5,7,6.75,NA,NA,NA,7.75,NA,NA,NA,NA,NA
ABC064438,Nguyen Van Dung,9/6/1997,KV2,Khong,Khong,7,6.5,5.75,8.75,NA,NA,NA,3.75,NA,NA,NA,NA,NA
BKT063151,Phan Xuan Kiem,2/6/1997,KV2,Khong,Khong,8.5,5.5,NA,5.25,NA,NA,NA,6,NA,NA,NA,NA,NA
BKT014340,Nguyen Van Thang,8/7/1997,KV2-NT,Khong,Khong,6,6,8.5,NA,NA,NA,NA,6.25,NA,NA,NA,NA,NA
CON016644,Vu Van Phuong,4/6/1997,KV2-NT,Khong,Khong,6.5,8,7.5,NA,4.25,NA,7.25,9,NA,NA,NA,NA,NA
TLA035204,Do Minh Cao,10/27/1997,KV2-NT,Khong,Khong,7.25,5.5,5.5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA
ABC094974,Nguyen Van Cao,6/12/1997,KV3,Khong,Khong,6.5,5,3.5,7.5,NA,NA,NA,7.75,NA,NA,NA,NA,NA
KTA089050,Nguyen Van Quan,11/22/1997,KV3,Khong,Khong,6,5,6.25,NA,NA,NA,6.5,6.25,NA,NA,NA,NA,NA
KTA030142,Nguyen Thi Sang,9/11/1997,KV3,Khong,Khong,6.5,5.5,6,7.25,NA,NA,5,NA,NA,NA,NA,NA,NA
BKT082276,Hoang Thi Thang,10/19/1997,KV2-NT,Khong,Khong,5.5,6,6.25,8.5,4.5,7.5,NA,NA,NA,NA,NA,NA,NA
KTA094953,Tran Thi Giang,10/5/1997,KV2-NT,Khong,Khong,7,2.5,NA,7.5,NA,6.75,6,6.25,NA,NA,NA,NA,NA
ABC070850,Phan Thi Phuong,3/29/1997,KV2-NT,Khong,Khong,7,6,5.75,NA,NA,NA,NA,5.25,NA,NA,NA,NA,NA
TLA068898,Bui Van Cao,7/7/1997,KV3,Khong,Khong,7.25,6.25,5.75,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
KTA089252,Phan Thi Hao,4/21/1997,KV2-NT,Khong,Khong,7.25,8,8.25,NA,3,7,NA,3.5,NA,NA,NA,NA,NA
SPB065820,Nguyen Van Khoa,5/31/1997,KV2-NT,Khong,Khong,5.5,4.75,8.25,NA,NA,NA,NA,7.25,NA,NA,NA,NA,NA
ABC084594,Nguyen Van Hao,7/26/1997,KV2-NT,Khong,Khong,3.5,7.25,7.5,6.25,NA,NA,7,4.75,NA,NA,NA,NA,NA
SPB092082,Nguyen Van Sang,4/2/1997,KV2-NT,Khong,Khong,7.25,6.5,NA,7.25,NA,NA,6.75,5,NA,NA,NA,NA,NA
